,name,date,null_px,snow_px,cloud_px,shadow_px,vegetation_px,not_vegetation_px,water_px,uncertain_px
640,northern_cairngorms,2021-01-12 11:33:39,0,822768,178328,102824,962,86,146387,73240
641,monadh_liath,2021-01-12 11:33:39,0,627635,72005,24686,1395,281,35308,90407
642,southern_cairngorms,2021-01-12 11:33:39,0,455981,108251,128074,830,1154,99698,127283
643,beinn_dearg,2021-01-12 11:33:39,0,78616,11746,2411,136,80,4459,6213
644,northern_cairngorms,2023-06-18 11:21:19,1324595,0,0,0,0,0,0,0
645,monadh_liath,2023-06-18 11:21:19,851717,0,0,0,0,0,0,0
646,southern_cairngorms,2023-06-18 11:21:19,921271,0,0,0,0,0,0,0
647,beinn_dearg,2023-06-18 11:21:19,103661,0,0,0,0,0,0,0
648,northern_cairngorms,2018-09-20 11:33:11,0,10073,726309,93496,323677,47850,81,123109
649,monadh_liath,2018-09-20 11:33:11,0,0,851715,0,0,0,0,2
650,southern_cairngorms,2018-09-20 11:33:11,0,24824,346102,110104,361696,18470,919,59156
651,beinn_dearg,2018-09-20 11:33:11,0,5076,86948,2,835,0,0,10800
652,northern_cairngorms,2019-10-15 11:33:21,0,0,193975,278286,570622,89969,5767,185976
653,monadh_liath,2019-10-15 11:33:21,0,0,427394,83981,220603,24589,480,94670
654,southern_cairngorms,2019-10-15 11:33:21,0,170,549594,93014,49750,15764,1549,211430
655,beinn_dearg,2019-10-15 11:33:21,0,230,83896,4913,6312,2236,6,6068
656,northern_cairngorms,2022-08-12 11:21:19,1324595,0,0,0,0,0,0,0
657,monadh_liath,2022-08-12 11:21:19,851717,0,0,0,0,0,0,0
658,southern_cairngorms,2022-08-12 11:21:19,921271,0,0,0,0,0,0,0
659,beinn_dearg,2022-08-12 11:21:19,103661,0,0,0,0,0,0,0
660,northern_cairngorms,2019-01-31 11:43:51,6,980698,28484,142395,2444,0,66607,103961
661,monadh_liath,2019-01-31 11:43:51,0,760068,29302,27550,79,0,13377,21341
662,southern_cairngorms,2019-01-31 11:43:51,0,667880,19490,94911,5293,12,51874,81811
663,beinn_dearg,2019-01-31 11:43:51,0,95467,731,1910,0,0,1702,3851
664,northern_cairngorms,2018-04-20 11:21:21,1324595,0,0,0,0,0,0,0
665,monadh_liath,2018-04-20 11:21:21,851717,0,0,0,0,0,0,0
666,southern_cairngorms,2018-04-20 11:21:21,921271,0,0,0,0,0,0,0
667,beinn_dearg,2018-04-20 11:21:21,103661,0,0,0,0,0,0,0
668,northern_cairngorms,2022-02-09 11:43:49,0,77389,1152566,17428,1918,47003,5492,22799
669,monadh_liath,2022-02-09 11:43:49,0,314277,532175,1660,1,3418,53,133
670,southern_cairngorms,2022-02-09 11:43:49,0,19640,533170,47827,80627,155338,6009,78660
671,beinn_dearg,2022-02-09 11:43:49,0,1027,102634,0,0,0,0,0
672,northern_cairngorms,2018-04-30 11:21:21,1324595,0,0,0,0,0,0,0
673,monadh_liath,2018-04-30 11:21:21,851717,0,0,0,0,0,0,0
674,southern_cairngorms,2018-04-30 11:21:21,921271,0,0,0,0,0,0,0
675,beinn_dearg,2018-04-30 11:21:21,103661,0,0,0,0,0,0,0
676,northern_cairngorms,2019-06-27 11:33:21,0,621,348,2209,1134268,179072,5507,2570
677,monadh_liath,2019-06-27 11:33:21,0,0,7,164,846266,4521,515,244
678,southern_cairngorms,2019-06-27 11:33:21,0,0,9649,9079,866058,24241,6840,5404
679,beinn_dearg,2019-06-27 11:33:21,0,0,0,46,100788,2797,1,29
680,northern_cairngorms,2022-03-05 11:21:09,1324595,0,0,0,0,0,0,0
681,monadh_liath,2022-03-05 11:21:09,851717,0,0,0,0,0,0,0
682,southern_cairngorms,2022-03-05 11:21:09,921271,0,0,0,0,0,0,0
683,beinn_dearg,2022-03-05 11:21:09,103661,0,0,0,0,0,0,0
684,northern_cairngorms,2022-03-25 11:21:09,1324595,0,0,0,0,0,0,0
685,monadh_liath,2022-03-25 11:21:09,851717,0,0,0,0,0,0,0
686,southern_cairngorms,2022-03-25 11:21:09,921271,0,0,0,0,0,0,0
687,beinn_dearg,2022-03-25 11:21:09,103661,0,0,0,0,0,0,0
688,northern_cairngorms,2019-01-08 11:34:41,0,150715,488888,352611,4038,4318,177944,146081
689,monadh_liath,2019-01-08 11:34:41,0,19712,425512,171491,13990,3185,90741,127086
690,southern_cairngorms,2019-01-08 11:34:41,0,34538,294424,246925,37627,80182,64327,163248
691,beinn_dearg,2019-01-08 11:34:41,0,11742,46571,21049,1,668,6355,17275
692,northern_cairngorms,2019-10-30 11:33:19,0,170877,591438,269851,162868,4294,3624,121643
693,monadh_liath,2019-10-30 11:33:19,0,45529,478418,85895,61340,2131,76,178328
694,southern_cairngorms,2019-10-30 11:33:19,0,1385,682584,45861,20403,1712,0,169326
695,beinn_dearg,2019-10-30 11:33:19,0,135,74074,7688,102,19,0,21643
696,northern_cairngorms,2019-12-01 11:24:31,1324595,0,0,0,0,0,0,0
697,monadh_liath,2019-12-01 11:24:31,851717,0,0,0,0,0,0,0
698,southern_cairngorms,2019-12-01 11:24:31,921271,0,0,0,0,0,0,0
699,beinn_dearg,2019-12-01 11:24:31,103661,0,0,0,0,0,0,0
700,northern_cairngorms,2020-04-02 11:33:21,0,80528,1139066,30247,7404,8318,182,58850
701,monadh_liath,2020-04-02 11:33:21,0,253810,398365,32381,54157,19043,475,93486
702,southern_cairngorms,2020-04-02 11:33:21,0,117671,503446,65016,81391,53320,6073,94354
703,beinn_dearg,2020-04-02 11:33:21,0,42626,44965,616,1632,6825,284,6713
704,northern_cairngorms,2020-04-17 11:33:19,0,106897,509002,44589,380912,178524,4366,100305
705,monadh_liath,2020-04-17 11:33:19,0,155198,118758,19471,260911,206770,190,90419
706,southern_cairngorms,2020-04-17 11:33:19,0,67,912377,2028,257,127,0,6415
707,beinn_dearg,2020-04-17 11:33:19,0,772,101475,146,0,46,0,1222
708,northern_cairngorms,2020-09-26 11:21:21,1324595,0,0,0,0,0,0,0
709,monadh_liath,2020-09-26 11:21:21,851717,0,0,0,0,0,0,0
710,southern_cairngorms,2020-09-26 11:21:21,921271,0,0,0,0,0,0,0
711,beinn_dearg,2020-09-26 11:21:21,103661,0,0,0,0,0,0,0
712,northern_cairngorms,2019-12-11 11:24:51,1324595,0,0,0,0,0,0,0
713,monadh_liath,2019-12-11 11:24:51,851717,0,0,0,0,0,0,0
714,southern_cairngorms,2019-12-11 11:24:51,921271,0,0,0,0,0,0,0
715,beinn_dearg,2019-12-11 11:24:51,103661,0,0,0,0,0,0,0
716,northern_cairngorms,2018-12-14 11:34:59,0,124910,520530,258298,20002,106059,115519,179277
717,monadh_liath,2018-12-14 11:34:59,1,5194,121255,231588,40926,161103,24532,267118
718,southern_cairngorms,2018-12-14 11:34:59,0,3852,779217,40676,9152,35565,131,52678
719,beinn_dearg,2018-12-14 11:34:59,0,443,11241,19500,3320,33879,2472,32806
720,northern_cairngorms,2022-10-01 11:21:09,1324595,0,0,0,0,0,0,0
721,monadh_liath,2022-10-01 11:21:09,851717,0,0,0,0,0,0,0
722,southern_cairngorms,2022-10-01 11:21:09,921271,0,0,0,0,0,0,0
723,beinn_dearg,2022-10-01 11:21:09,103661,0,0,0,0,0,0,0
724,northern_cairngorms,2020-12-03 11:34:39,0,470605,360869,189043,4222,3580,217135,79141
725,monadh_liath,2020-12-03 11:34:39,0,700185,65940,14770,0,0,62989,7833
726,southern_cairngorms,2020-12-03 11:34:39,0,374054,217187,120206,13528,2132,97737,96427
727,beinn_dearg,2020-12-03 11:34:39,0,77957,10392,1445,0,0,10863,3004
728,northern_cairngorms,2021-02-01 11:33:19,2,1071488,35949,98785,954,0,71077,46340
729,monadh_liath,2021-02-01 11:33:19,0,682731,159909,7113,8,0,0,1956
730,southern_cairngorms,2021-02-01 11:33:19,0,831207,82748,6836,0,0,82,398
731,beinn_dearg,2021-02-01 11:33:19,0,83034,16180,4433,0,0,0,14
732,northern_cairngorms,2020-02-25 11:43:41,0,893749,406402,18104,0,0,2823,3517
733,monadh_liath,2020-02-25 11:43:41,0,593188,255676,2754,0,0,0,99
734,southern_cairngorms,2020-02-25 11:43:41,0,836226,33441,9194,155,0,9932,32323
735,beinn_dearg,2020-02-25 11:43:41,0,38460,60821,4380,0,0,0,0
736,northern_cairngorms,2019-08-13 11:21:21,1324595,0,0,0,0,0,0,0
737,monadh_liath,2019-08-13 11:21:21,851717,0,0,0,0,0,0,0
738,southern_cairngorms,2019-08-13 11:21:21,921271,0,0,0,0,0,0,0
739,beinn_dearg,2019-08-13 11:21:21,103661,0,0,0,0,0,0,0
740,northern_cairngorms,2023-07-26 11:33:21,0,0,405803,221703,632960,52444,2081,9604
741,monadh_liath,2023-07-26 11:33:21,0,0,75560,16173,752546,5148,483,1807
742,southern_cairngorms,2023-07-26 11:33:21,0,0,391788,159898,339622,15158,4799,10006
743,beinn_dearg,2023-07-26 11:33:21,0,0,33611,18211,48615,2580,0,644
744,northern_cairngorms,2020-03-18 11:33:19,0,559298,489768,97134,60183,15734,2767,99711
745,monadh_liath,2020-03-18 11:33:19,0,657174,71188,10889,83457,181,3692,25136
746,southern_cairngorms,2020-03-18 11:33:19,0,315573,69191,76300,297237,64764,12642,85564
747,beinn_dearg,2020-03-18 11:33:19,0,83158,11859,2937,157,6,2697,2847
748,northern_cairngorms,2023-05-30 11:43:51,0,8035,0,4256,1025651,280436,5222,995
749,monadh_liath,2023-05-30 11:43:51,0,16,0,53,814906,36173,470,99
750,southern_cairngorms,2023-05-30 11:43:51,0,164,0,1882,882444,29248,6589,944
751,beinn_dearg,2023-05-30 11:43:51,0,0,0,0,98052,5571,1,37
752,northern_cairngorms,2023-03-08 11:33:11,1,320725,870971,29379,25435,74376,3699,9
753,monadh_liath,2023-03-08 11:33:11,0,166800,476695,4774,85005,116188,853,1402
754,southern_cairngorms,2023-03-08 11:33:11,0,619564,181776,16510,17609,77944,7710,158
755,beinn_dearg,2023-03-08 11:33:11,0,70340,20842,177,2536,9760,0,6
756,northern_cairngorms,2019-04-13 11:33:29,2,205180,638562,96985,190802,97920,4122,91022
757,monadh_liath,2019-04-13 11:33:29,0,43973,338885,47142,169506,171326,124,80761
758,southern_cairngorms,2019-04-13 11:33:29,0,12152,584976,82137,132468,59511,1080,48947
759,beinn_dearg,2019-04-13 11:33:29,0,36,103588,25,0,0,0,12
760,northern_cairngorms,2018-10-15 11:33:19,0,0,11391,197045,852905,173513,7810,81931
761,monadh_liath,2018-10-15 11:33:19,0,0,26597,102101,646971,33950,500,41598
762,southern_cairngorms,2018-10-15 11:33:19,0,0,16158,111811,711409,38924,7261,35708
763,beinn_dearg,2018-10-15 11:33:19,0,0,35511,31092,19050,4534,2,13472
764,northern_cairngorms,2021-04-24 11:21:11,1324595,0,0,0,0,0,0,0
765,monadh_liath,2021-04-24 11:21:11,851717,0,0,0,0,0,0,0
766,southern_cairngorms,2021-04-24 11:21:11,921271,0,0,0,0,0,0,0
767,beinn_dearg,2021-04-24 11:21:11,103661,0,0,0,0,0,0,0
768,northern_cairngorms,2018-05-16 11:43:51,0,21778,15884,29087,661906,569751,1250,24939
769,monadh_liath,2018-05-16 11:43:51,0,3124,5226,2942,659065,176814,91,4455
770,southern_cairngorms,2018-05-16 11:43:51,0,4194,37917,55611,586766,196804,4506,35473
771,beinn_dearg,2018-05-16 11:43:51,0,418,384,55,75661,26907,0,236
772,northern_cairngorms,2020-04-15 11:43:51,0,162926,260577,125443,414246,258503,3480,99420
773,monadh_liath,2020-04-15 11:43:51,0,63195,448218,25685,133097,107503,568,73451
774,southern_cairngorms,2020-04-15 11:43:51,0,51002,159795,12178,471160,200874,5391,20871
775,beinn_dearg,2020-04-15 11:43:51,0,22753,5585,2486,29074,35912,34,7817
776,northern_cairngorms,2019-03-31 11:21:19,1324595,0,0,0,0,0,0,0
777,monadh_liath,2019-03-31 11:21:19,851717,0,0,0,0,0,0,0
778,southern_cairngorms,2019-03-31 11:21:19,921271,0,0,0,0,0,0,0
779,beinn_dearg,2019-03-31 11:21:19,103661,0,0,0,0,0,0,0
780,northern_cairngorms,2021-08-27 11:21:09,1324595,0,0,0,0,0,0,0
781,monadh_liath,2021-08-27 11:21:09,851717,0,0,0,0,0,0,0
782,southern_cairngorms,2021-08-27 11:21:09,921271,0,0,0,0,0,0,0
783,beinn_dearg,2021-08-27 11:21:09,103661,0,0,0,0,0,0,0
784,northern_cairngorms,2019-10-02 11:21:21,1324595,0,0,0,0,0,0,0
785,monadh_liath,2019-10-02 11:21:21,851717,0,0,0,0,0,0,0
786,southern_cairngorms,2019-10-02 11:21:21,921271,0,0,0,0,0,0,0
787,beinn_dearg,2019-10-02 11:21:21,103661,0,0,0,0,0,0,0
788,northern_cairngorms,2021-02-28 11:21:09,1324595,0,0,0,0,0,0,0
789,monadh_liath,2021-02-28 11:21:09,851717,0,0,0,0,0,0,0
790,southern_cairngorms,2021-02-28 11:21:09,921271,0,0,0,0,0,0,0
791,beinn_dearg,2021-02-28 11:21:09,103661,0,0,0,0,0,0,0
792,northern_cairngorms,2019-12-31 11:24:51,1324595,0,0,0,0,0,0,0
793,monadh_liath,2019-12-31 11:24:51,851717,0,0,0,0,0,0,0
794,southern_cairngorms,2019-12-31 11:24:51,921271,0,0,0,0,0,0,0
795,beinn_dearg,2019-12-31 11:24:51,103661,0,0,0,0,0,0,0
796,northern_cairngorms,2018-10-27 11:21:51,1324595,0,0,0,0,0,0,0
797,monadh_liath,2018-10-27 11:21:51,851717,0,0,0,0,0,0,0
798,southern_cairngorms,2018-10-27 11:21:51,921271,0,0,0,0,0,0,0
799,beinn_dearg,2018-10-27 11:21:51,103661,0,0,0,0,0,0,0
800,northern_cairngorms,2022-01-02 11:35:01,0,138481,840116,198693,3213,1010,22862,120220
801,monadh_liath,2022-01-02 11:35:01,0,170861,440984,95264,2859,479,23731,117539
802,southern_cairngorms,2022-01-02 11:35:01,0,19470,615872,149855,3976,1479,9719,120900
803,beinn_dearg,2022-01-02 11:35:01,0,34345,9153,31848,4,11,24879,3421
804,northern_cairngorms,2022-04-20 11:43:49,0,137634,77030,57409,670386,374495,4316,3325
805,monadh_liath,2022-04-20 11:43:49,0,25758,32102,24040,601745,165270,442,2360
806,southern_cairngorms,2022-04-20 11:43:49,0,24845,2722,2625,717045,166595,6933,506
807,beinn_dearg,2022-04-20 11:43:49,0,2492,10,0,69857,31253,1,48
808,northern_cairngorms,2020-05-29 11:21:21,1324595,0,0,0,0,0,0,0
809,monadh_liath,2020-05-29 11:21:21,851717,0,0,0,0,0,0,0
810,southern_cairngorms,2020-05-29 11:21:21,921271,0,0,0,0,0,0,0
811,beinn_dearg,2020-05-29 11:21:21,103661,0,0,0,0,0,0,0
812,northern_cairngorms,2020-01-03 11:34:51,0,101029,582530,362117,6616,10083,72308,189912
813,monadh_liath,2020-01-03 11:34:51,0,337354,253234,105022,0,2,78661,77444
814,southern_cairngorms,2020-01-03 11:34:51,0,3975,262556,340480,13491,13432,64112,223225
815,beinn_dearg,2020-01-03 11:34:51,0,1696,35347,4237,10152,8486,16,43727
816,northern_cairngorms,2022-01-07 11:33:49,0,836225,228890,80596,387,0,102746,75751
817,monadh_liath,2022-01-07 11:33:49,0,609590,148606,24617,11,0,59436,9457
818,southern_cairngorms,2022-01-07 11:33:49,0,434071,133211,121330,7667,534,133497,90961
819,beinn_dearg,2022-01-07 11:33:49,0,89225,10139,71,0,0,277,3949
820,northern_cairngorms,2023-06-14 11:43:49,0,1273,25820,24254,1132444,133573,4686,2545
821,monadh_liath,2023-06-14 11:43:49,0,0,92597,20988,722914,11982,315,2921
822,southern_cairngorms,2023-06-14 11:43:49,0,0,2017,1492,900168,11866,4384,1344
823,beinn_dearg,2023-06-14 11:43:49,0,0,26967,8377,64190,2962,0,1165
824,northern_cairngorms,2020-05-27 11:33:19,0,16443,416246,138779,418374,266026,5032,63695
825,monadh_liath,2020-05-27 11:33:19,0,4174,228666,84887,323068,137223,402,73297
826,southern_cairngorms,2020-05-27 11:33:19,0,119,783216,45143,44600,11803,3030,33360
827,beinn_dearg,2020-05-27 11:33:19,0,122,40735,11001,23311,18813,0,9679
828,northern_cairngorms,2021-05-27 11:33:21,0,96161,447422,82752,303600,282869,3352,108439
829,monadh_liath,2021-05-27 11:33:21,0,1383,412001,44975,175945,93943,508,122962
830,southern_cairngorms,2021-05-27 11:33:21,0,7484,291517,34845,413365,112005,6855,55200
831,beinn_dearg,2021-05-27 11:33:21,0,0,101563,98,0,305,0,1695
832,northern_cairngorms,2018-11-01 11:22:19,1324595,0,0,0,0,0,0,0
833,monadh_liath,2018-11-01 11:22:19,851717,0,0,0,0,0,0,0
834,southern_cairngorms,2018-11-01 11:22:19,921271,0,0,0,0,0,0,0
835,beinn_dearg,2018-11-01 11:22:19,103661,0,0,0,0,0,0,0
836,northern_cairngorms,2022-12-31 11:45:01,0,651646,138868,310631,1314,214902,7178,56
837,monadh_liath,2022-12-31 11:45:01,1,635882,18,85850,66,126943,2957,0
838,southern_cairngorms,2022-12-31 11:45:01,0,337367,31133,301933,4427,143546,102701,164
839,beinn_dearg,2022-12-31 11:45:01,0,29098,12366,16359,0,10098,35740,0
840,northern_cairngorms,2021-07-19 11:43:51,0,129,115425,38193,848341,152134,3151,167222
841,monadh_liath,2021-07-19 11:43:51,0,0,647939,1348,51275,33197,0,117958
842,southern_cairngorms,2021-07-19 11:43:51,0,0,309970,39658,307843,75883,1661,186256
843,beinn_dearg,2021-07-19 11:43:51,0,0,46295,211,26767,11092,0,19296
844,northern_cairngorms,2018-04-21 11:43:49,0,110350,336315,163785,267594,316184,4171,126196
845,monadh_liath,2018-04-21 11:43:49,0,89422,206746,78201,207556,175410,1856,92526
846,southern_cairngorms,2018-04-21 11:43:49,0,31902,333527,119267,203977,135082,1442,96074
847,beinn_dearg,2018-04-21 11:43:49,0,6268,57181,10529,2249,11549,291,15594
848,northern_cairngorms,2022-04-22 11:33:21,0,79260,325028,79452,435705,389501,4427,11222
849,monadh_liath,2022-04-22 11:33:21,0,22709,22250,668,562269,237496,598,5727
850,southern_cairngorms,2022-04-22 11:33:21,0,8231,182875,61594,498188,160408,3729,6246
851,beinn_dearg,2022-04-22 11:33:21,0,1798,5273,0,66571,29998,7,14
852,northern_cairngorms,2020-03-20 11:21:11,1324595,0,0,0,0,0,0,0
853,monadh_liath,2020-03-20 11:21:11,851717,0,0,0,0,0,0,0
854,southern_cairngorms,2020-03-20 11:21:11,921271,0,0,0,0,0,0,0
855,beinn_dearg,2020-03-20 11:21:11,103661,0,0,0,0,0,0,0
856,northern_cairngorms,2021-12-01 11:43:49,0,721352,563203,14718,0,0,13811,11511
857,monadh_liath,2021-12-01 11:43:49,0,342091,465722,11833,0,0,35,32036
858,southern_cairngorms,2021-12-01 11:43:49,0,249519,455421,79551,66,0,91348,45366
859,beinn_dearg,2021-12-01 11:43:49,0,52731,50923,7,0,0,0,0
860,northern_cairngorms,2018-12-04 11:34:39,0,270859,529696,275452,16171,3274,54959,174184
861,monadh_liath,2018-12-04 11:34:39,0,223475,463978,72574,16195,1628,9993,63874
862,southern_cairngorms,2018-12-04 11:34:39,0,835,720585,115588,41271,516,1845,40631
863,beinn_dearg,2018-12-04 11:34:39,1,1630,99412,528,0,0,0,2090
864,northern_cairngorms,2023-07-08 11:21:19,1324595,0,0,0,0,0,0,0
865,monadh_liath,2023-07-08 11:21:19,851717,0,0,0,0,0,0,0
866,southern_cairngorms,2023-07-08 11:21:19,921271,0,0,0,0,0,0,0
867,beinn_dearg,2023-07-08 11:21:19,103661,0,0,0,0,0,0,0
868,northern_cairngorms,2019-12-16 11:23:59,1324595,0,0,0,0,0,0,0
869,monadh_liath,2019-12-16 11:23:59,851717,0,0,0,0,0,0,0
870,southern_cairngorms,2019-12-16 11:23:59,921271,0,0,0,0,0,0,0
871,beinn_dearg,2019-12-16 11:23:59,103661,0,0,0,0,0,0,0
872,northern_cairngorms,2021-09-16 11:21:09,1324595,0,0,0,0,0,0,0
873,monadh_liath,2021-09-16 11:21:09,851717,0,0,0,0,0,0,0
874,southern_cairngorms,2021-09-16 11:21:09,921271,0,0,0,0,0,0,0
875,beinn_dearg,2021-09-16 11:21:09,103661,0,0,0,0,0,0,0
876,northern_cairngorms,2022-09-26 11:21:21,1324595,0,0,0,0,0,0,0
877,monadh_liath,2022-09-26 11:21:21,851717,0,0,0,0,0,0,0
878,southern_cairngorms,2022-09-26 11:21:21,921271,0,0,0,0,0,0,0
879,beinn_dearg,2022-09-26 11:21:21,103661,0,0,0,0,0,0,0
880,northern_cairngorms,2020-02-20 11:43:49,0,850534,294969,97993,19048,606,16647,44798
881,monadh_liath,2020-02-20 11:43:49,0,298320,550913,174,0,0,1685,625
882,southern_cairngorms,2020-02-20 11:43:49,0,495855,35631,121220,161077,11037,15814,80637
883,beinn_dearg,2020-02-20 11:43:49,0,77825,11058,8372,0,0,6276,130
884,northern_cairngorms,2022-06-03 11:21:19,1324595,0,0,0,0,0,0,0
885,monadh_liath,2022-06-03 11:21:19,851717,0,0,0,0,0,0,0
886,southern_cairngorms,2022-06-03 11:21:19,921271,0,0,0,0,0,0,0
887,beinn_dearg,2022-06-03 11:21:19,103661,0,0,0,0,0,0,0
888,northern_cairngorms,2022-08-28 11:43:49,0,0,853344,145206,258584,19638,2596,45227
889,monadh_liath,2022-08-28 11:43:49,0,0,796658,614,32238,1968,329,19910
890,southern_cairngorms,2022-08-28 11:43:49,0,0,643521,117144,124355,9146,81,27024
891,beinn_dearg,2022-08-28 11:43:49,0,0,15689,351,77492,6353,0,3776
892,northern_cairngorms,2020-11-21 11:44:11,0,128392,665005,287372,28826,4665,18903,191432
893,monadh_liath,2020-11-21 11:44:11,0,211813,360823,146757,3215,496,75876,52737
894,southern_cairngorms,2020-11-21 11:44:11,0,254368,573431,23692,314,683,1868,66915
895,beinn_dearg,2020-11-21 11:44:11,0,37803,46157,5717,0,0,1262,12722
896,northern_cairngorms,2020-03-11 11:43:49,0,307923,955356,16524,7314,0,121,37357
897,monadh_liath,2020-03-11 11:43:49,0,642236,192261,447,2,0,0,16771
898,southern_cairngorms,2020-03-11 11:43:49,0,249417,529251,70726,1187,593,448,69649
899,beinn_dearg,2020-03-11 11:43:49,0,88640,15018,3,0,0,0,0
900,northern_cairngorms,2020-10-02 11:44:01,0,0,903886,51170,330158,9105,702,29574
901,monadh_liath,2020-10-02 11:44:01,0,0,3466,10853,831010,1100,546,4742
902,southern_cairngorms,2020-10-02 11:44:01,0,0,52319,65114,756172,18921,6430,22315
903,beinn_dearg,2020-10-02 11:44:01,0,0,8883,3576,87299,1625,2,2276
904,northern_cairngorms,2023-06-04 11:43:49,0,1785,403647,56533,648061,162378,4042,48149
905,monadh_liath,2023-06-04 11:43:49,0,0,299175,15206,473056,37151,153,26976
906,southern_cairngorms,2023-06-04 11:43:49,0,0,443067,53399,390901,20015,121,13768
907,beinn_dearg,2023-06-04 11:43:49,0,0,28118,1935,68871,3451,0,1286
908,northern_cairngorms,2020-11-25 11:24:11,1324595,0,0,0,0,0,0,0
909,monadh_liath,2020-11-25 11:24:11,851717,0,0,0,0,0,0,0
910,southern_cairngorms,2020-11-25 11:24:11,921271,0,0,0,0,0,0,0
911,beinn_dearg,2020-11-25 11:24:11,103661,0,0,0,0,0,0,0
912,northern_cairngorms,2022-04-19 11:21:21,1324595,0,0,0,0,0,0,0
913,monadh_liath,2022-04-19 11:21:21,851717,0,0,0,0,0,0,0
914,southern_cairngorms,2022-04-19 11:21:21,921271,0,0,0,0,0,0,0
915,beinn_dearg,2022-04-19 11:21:21,103661,0,0,0,0,0,0,0
916,northern_cairngorms,2020-01-10 11:24:31,1324595,0,0,0,0,0,0,0
917,monadh_liath,2020-01-10 11:24:31,851717,0,0,0,0,0,0,0
918,southern_cairngorms,2020-01-10 11:24:31,921271,0,0,0,0,0,0,0
919,beinn_dearg,2020-01-10 11:24:31,103661,0,0,0,0,0,0,0
920,northern_cairngorms,2020-12-15 11:24:51,1324595,0,0,0,0,0,0,0
921,monadh_liath,2020-12-15 11:24:51,851717,0,0,0,0,0,0,0
922,southern_cairngorms,2020-12-15 11:24:51,921271,0,0,0,0,0,0,0
923,beinn_dearg,2020-12-15 11:24:51,103661,0,0,0,0,0,0,0
924,northern_cairngorms,2022-02-19 11:43:49,0,436147,815272,41519,25,25030,6540,62
925,monadh_liath,2022-02-19 11:43:49,0,208158,627507,12046,30,3367,609,0
926,southern_cairngorms,2022-02-19 11:43:49,0,306132,531857,37646,92,38703,6666,175
927,beinn_dearg,2022-02-19 11:43:49,0,6761,96671,113,0,116,0,0
928,northern_cairngorms,2022-01-27 11:33:09,2,1564,773507,155720,61681,231339,27985,72797
929,monadh_liath,2022-01-27 11:33:09,9,6684,390512,60262,89547,208437,16111,80155
930,southern_cairngorms,2022-01-27 11:33:09,0,2997,380874,131401,56466,215227,9736,124570
931,beinn_dearg,2022-01-27 11:33:09,0,1111,38106,6737,10420,23425,0,23862
932,northern_cairngorms,2022-08-07 11:21:31,1324595,0,0,0,0,0,0,0
933,monadh_liath,2022-08-07 11:21:31,851717,0,0,0,0,0,0,0
934,southern_cairngorms,2022-08-07 11:21:31,921271,0,0,0,0,0,0,0
935,beinn_dearg,2022-08-07 11:21:31,103661,0,0,0,0,0,0,0
936,northern_cairngorms,2019-03-14 11:33:19,0,674159,340070,119955,98693,6924,18091,66703
937,monadh_liath,2019-03-14 11:33:19,0,527510,231278,47954,7398,2379,4188,31010
938,southern_cairngorms,2019-03-14 11:33:19,0,259206,324058,125123,109870,33134,8013,61867
939,beinn_dearg,2019-03-14 11:33:19,0,79715,17948,1135,603,378,910,2972
940,northern_cairngorms,2021-02-08 11:21:29,1324595,0,0,0,0,0,0,0
941,monadh_liath,2021-02-08 11:21:29,851717,0,0,0,0,0,0,0
942,southern_cairngorms,2021-02-08 11:21:29,921271,0,0,0,0,0,0,0
943,beinn_dearg,2021-02-08 11:21:29,103661,0,0,0,0,0,0,0
944,northern_cairngorms,2020-03-06 11:43:51,0,1059427,138275,25497,17425,5295,11428,67248
945,monadh_liath,2020-03-06 11:43:51,0,784489,42699,1113,1967,467,63,20919
946,southern_cairngorms,2020-03-06 11:43:51,0,605409,133249,40751,45736,12580,8791,74755
947,beinn_dearg,2020-03-06 11:43:51,0,55645,46771,1239,0,0,0,6
948,northern_cairngorms,2022-11-28 11:34:21,61,198,415279,311347,98695,296539,47397,155079
949,monadh_liath,2022-11-28 11:34:21,9,0,313826,86416,63259,252626,20027,115554
950,southern_cairngorms,2022-11-28 11:34:21,13,485,100969,273815,230070,244929,8674,62316
951,beinn_dearg,2022-11-28 11:34:21,0,0,44832,11918,9852,23945,672,12442
952,northern_cairngorms,2022-07-08 11:21:31,1324595,0,0,0,0,0,0,0
953,monadh_liath,2022-07-08 11:21:31,851717,0,0,0,0,0,0,0
954,southern_cairngorms,2022-07-08 11:21:31,921271,0,0,0,0,0,0,0
955,beinn_dearg,2022-07-08 11:21:31,103661,0,0,0,0,0,0,0
956,northern_cairngorms,2020-01-08 11:33:49,0,344142,599608,196968,48,5,77733,106091
957,monadh_liath,2020-01-08 11:33:49,0,710099,88353,13824,10,0,11510,27921
958,southern_cairngorms,2020-01-08 11:33:49,0,23426,248618,297615,41503,35670,39056,235383
959,beinn_dearg,2020-01-08 11:33:49,0,58712,40216,782,7,1,2069,1874
960,northern_cairngorms,2018-12-09 11:34:41,0,256926,902595,63556,1843,230,6876,92569
961,monadh_liath,2018-12-09 11:34:41,0,360602,265657,86961,0,0,89198,49299
962,southern_cairngorms,2018-12-09 11:34:41,0,88115,468588,111784,28562,21704,11944,190574
963,beinn_dearg,2018-12-09 11:34:41,0,39344,43367,12566,0,0,268,8116
